plant_id,source,source_record_id,scientific_name_in_master,resolution_status
PLANT-0550,NMPB,281,Combretum decandrum Roxb. non Jacq.,NMPB_ONLY
PLANT-0551,BSI,447,Combretum nanum Buch.-Ham. ex D.Don,BSI_ONLY
PLANT-0552,BSI,448,Combretum pilosum Roxb.,BSI_ONLY
PLANT-0553,BSI,449,Combretum roxburghii Spreng.,BSI_ONLY
PLANT-0554,BSI,450,Commelina benghalensis L.,BSI_ONLY
PLANT-0555,BSI,451,Commelina longifolia Lam.,BSI_ONLY
PLANT-0556,BSI,452,Commelina paludosa Blume,BSI_ONLY
PLANT-0557,NMPB,282,Commiphora caudata (Wight & Arn.),NMPB_ONLY
PLANT-0558,NMPB,283,Commiphora myrrha (T.Nees) Engl.,NMPB_ONLY
PLANT-0559,NMPB,284,Commiphora wightii (Arn.) Bhandari; [ = C. mukul (Hook. ex Stocks) Engl.],NMPB_ONLY
PLANT-0560,BSI,453,Conium maculatum L.,BSI_ONLY
PLANT-0561,BSI,454,Connarus monocarpus L.,BSI_ONLY
PLANT-0562,BSI,455,Consolida ambigua (L.) Ball. & Heywood,BSI_ONLY
PLANT-0563,BSI,456,Convolvulus arvensis L.,MATCHED
PLANT-0563,NMPB,285,Convolvulus arvensis L.,MATCHED
PLANT-0564,BSI,457,Convolvulus auricomus (A.Rich.) Bhandari,BSI_ONLY
PLANT-0565,BSI,458,Convolvulus microphyllus Sieb.ex Spreng.,MATCHED
PLANT-0565,NMPB,286,Convolvulus microphyllus Sieb.ex Spreng.,MATCHED
PLANT-0566,NMPB,287,Convolvulus scammonia L.,NMPB_ONLY
PLANT-0567,BSI,459,Coptis teeta Wall.,MATCHED
PLANT-0567,NMPB,288,Coptis teeta Wall.,MATCHED
PLANT-0568,NMPB,289,Corallocarpus epigaeus (Rottl. & Willd.),NMPB_ONLY
PLANT-0569,BSI,460,Corchorus aestuans L.,BSI_ONLY
PLANT-0570,BSI,461,Corchorus capsularis L.,BSI_ONLY
PLANT-0571,BSI,462,Corchorus depressus (L.) Stocks,MATCHED
PLANT-0571,NMPB,290,Corchorus depressus (L.) Stocks,MATCHED
PLANT-0572,BSI,463,Corchorus fascicularis L.,BSI_ONLY
PLANT-0573,BSI,464,Corchorus olitorius L.,BSI_ONLY
PLANT-0574,BSI,465,Corchorus trilocularis L.,MATCHED
PLANT-0574,NMPB,291,Corchorus trilocularis L.,MATCHED
PLANT-0575,BSI,466,Cordia dichotoma Forst.,MATCHED
PLANT-0575,NMPB,292,Cordia dichotoma Forst.,MATCHED
PLANT-0576,BSI,467,Cordia gharaf (Forst.) Ehrenb. ex Aschers.,BSI_ONLY
PLANT-0577,NMPB,293,Cordia monoica Roxb.; var. wallichii (G.Don) C.B.Clarke,NMPB_ONLY
PLANT-0578,BSI,468,Cordia myxa Roxb.,BSI_ONLY
PLANT-0579,BSI,470,Cordia obliqua Willd.,BSI_ONLY
PLANT-0580,BSI,471,Cordia vestita (DC) Hook.f. & Thomson,BSI_ONLY
PLANT-0581,NMPB,294,Cordia wallichii G.Don; [= Cordia obliqua Willd.; var. wallichii (G.Don) C.B.Clarke ],NMPB_ONLY
PLANT-0582,NMPB,295,Cordyceps sinensis (Berk.) Saac,NMPB_ONLY
PLANT-0583,BSI,472,Coriandrum sativum L.,MATCHED
PLANT-0583,NMPB,296,Coriandrum sativum L.,MATCHED
PLANT-0584,BSI,473,Coriaria nepalensis Wall.,BSI_ONLY
PLANT-0585,BSI,474,Corydalis govaniana Wall.,BSI_ONLY
PLANT-0586,BSI,475,Corydalis vaginans Royle,BSI_ONLY
PLANT-0587,BSI,476,Corylus jacquemontii Decne.,MATCHED
PLANT-0587,NMPB,297,Corylus jacquemontii Decne.,MATCHED
PLANT-0588,BSI,477,Coscinium fenestratum (Gaertn.) Colebr.,MATCHED
PLANT-0588,NMPB,298,Coscinium fenestratum (Gaertn.) Colebr.,MATCHED
PLANT-0589,BSI,478,Cosmostigma racemosum (Roxb.) Wight,BSI_ONLY
PLANT-0590,BSI,479,Costus speciosus (Koen. ex Retz.),MATCHED
PLANT-0590,NMPB,299,Costus speciosus (Koen. ex Retz.),MATCHED
PLANT-0591,BSI,480,Cotinus coggygria Scop.,BSI_ONLY
PLANT-0592,BSI,481,Cotoneaster bacillaris Wall. ex. Lindl.,BSI_ONLY
PLANT-0593,BSI,482,Cotoneaster microphylla Wall. ex. Lindl.,BSI_ONLY
PLANT-0594,BSI,483,Cotula anthemoides L.,BSI_ONLY
PLANT-0595,NMPB,300,Crataegus oxyacantha L.,NMPB_ONLY
PLANT-0596,BSI,484,Crataeva nurvula Buch-Ham.,BSI_ONLY
PLANT-0597,NMPB,301,Crataeva religiosa G.Forst.; [ = C. nurvula Buch. - Ham.],NMPB_ONLY
PLANT-0598,BSI,485,Cratoxylum cochinchinense (Lour.) Blume,BSI_ONLY
PLANT-0599,BSI,486,Crescentia cujute L.,BSI_ONLY
PLANT-0600,BSI,487,Cressa cretica L.,BSI_ONLY
PLANT-0601,BSI,488,Crinum asiaticum L.,BSI_ONLY
PLANT-0602,BSI,489,Crinum defixum Ker.-Gawl.,BSI_ONLY
PLANT-0603,BSI,490,Crinum latifolium L.,BSI_ONLY
PLANT-0604,BSI,491,Crocus sativus L.,MATCHED
PLANT-0604,NMPB,302,Crocus sativus L.,MATCHED
PLANT-0605,BSI,492,Crotalaria albida B.Heyne ex Roth.,BSI_ONLY
PLANT-0606,BSI,493,Crotalaria burhia Buch.-Ham ex Benth.,BSI_ONLY
PLANT-0607,BSI,494,Crotalaria juncea L.,MATCHED
PLANT-0607,NMPB,303,Crotalaria juncea L.,MATCHED
PLANT-0608,BSI,495,Crotalaria laburnifolia L.,BSI_ONLY
PLANT-0609,BSI,496,Crotalaria pallida Aiton,BSI_ONLY
PLANT-0610,BSI,497,Crotalaria prostrata Rottl. ex Willd.,BSI_ONLY
PLANT-0611,BSI,498,Crotalaria retusa L.,BSI_ONLY
PLANT-0612,BSI,499,Crotalaria sericea Retz.,BSI_ONLY
PLANT-0613,NMPB,304,Crotalaria verrucosa L.,NMPB_ONLY
PLANT-0614,BSI,500,Croton bonplandianum Baill.,BSI_ONLY
PLANT-0615,BSI,501,Croton caudatus Geisel.,BSI_ONLY
PLANT-0616,BSI,502,Croton oblongifolius Roxb.,MATCHED
PLANT-0616,NMPB,305,Croton oblongifolius Roxb.,MATCHED
PLANT-0617,BSI,503,Croton tiglium L.,MATCHED
PLANT-0617,NMPB,306,Croton tiglium L.,MATCHED
PLANT-0618,BSI,504,Cryptocarya wightiana Thwaites,BSI_ONLY
PLANT-0619,NMPB,307,Cryptocoryne spiralis (Retz.),NMPB_ONLY
PLANT-0620,BSI,505,Cryptolepis buchananii R.Br. ex Roem. & Schult.,MATCHED
PLANT-0620,NMPB,308,Cryptolepis buchananii R.Br. ex Roem. & Schult.,MATCHED
PLANT-0621,BSI,506,Cucubalus bacciferous L.,BSI_ONLY
PLANT-0622,BSI,507,Cucumis callosus (Rottl.) Cogn.,BSI_ONLY
PLANT-0623,BSI,508,Cucumis melo L.,MATCHED
PLANT-0623,NMPB,309,Cucumis melo L.,MATCHED
PLANT-0624,BSI,509,Cucumis prophetarum L.,BSI_ONLY
PLANT-0625,BSI,510,Cucumis sativus L.,MATCHED
PLANT-0625,NMPB,310,Cucumis sativus L.,MATCHED
PLANT-0626,NMPB,311,Cucumis trigonus Roxb.,NMPB_ONLY
PLANT-0627,BSI,511,Cucurbita maxima Duchesne,MATCHED
PLANT-0627,NMPB,312,Cucurbita maxima Duchesne,MATCHED
PLANT-0628,NMPB,313,Cucurbita moschata (Lam.),NMPB_ONLY
PLANT-0629,BSI,512,Cucurbita pepo L.,BSI_ONLY
PLANT-0630,NMPB,314,Cuminum cyminum L.,NMPB_ONLY
PLANT-0631,BSI,513,Cupressus sempervirens L.,BSI_ONLY
PLANT-0632,BSI,514,Curculigo orchioides Gaertn.,MATCHED
PLANT-0632,NMPB,315,Curculigo orchioides Gaertn.,MATCHED
PLANT-0633,NMPB,316,Curcuma amada Roxb.,NMPB_ONLY
PLANT-0634,BSI,515,Curcuma angustifolia Roxb.,MATCHED
PLANT-0634,NMPB,317,Curcuma angustifolia Roxb.,MATCHED
PLANT-0635,BSI,516,Curcuma aromatica Salisb.,MATCHED
PLANT-0635,NMPB,318,Curcuma aromatica Salisb.,MATCHED
PLANT-0636,NMPB,319,Curcuma caesia Roxb.,NMPB_ONLY
PLANT-0637,BSI,517,Curcuma leucorrhiza Roxb.,BSI_ONLY
PLANT-0638,BSI,518,Curcuma longa L.,MATCHED
PLANT-0638,NMPB,320,Curcuma longa L.,MATCHED
PLANT-0639,BSI,519,Curcuma rubescens Roxb.,BSI_ONLY
PLANT-0640,BSI,520,Curcuma zeodoria Roxb.,BSI_ONLY
PLANT-0641,NMPB,321,Curcuma zerumbet Roxb.; [= C. zedoaria (Christm.) Roscoe],NMPB_ONLY
PLANT-0642,BSI,521,Cuscuta chinensis Lam.,BSI_ONLY
PLANT-0643,BSI,522,Cuscuta hyalina Roth.,BSI_ONLY
PLANT-0644,BSI,523,Cuscuta reflexa Roxb.,MATCHED
PLANT-0644,NMPB,322,Cuscuta reflexa Roxb.,MATCHED
PLANT-0645,BSI,524,Cyathula prostrata Blume,MATCHED
PLANT-0645,NMPB,323,Cyathula prostrata Blume,MATCHED
PLANT-0646,BSI,525,Cycas circinalis L.,MATCHED
PLANT-0646,NMPB,324,Cycas circinalis L.,MATCHED
PLANT-0647,BSI,526,Cycas rumphii Miq.,BSI_ONLY
PLANT-0648,BSI,527,Cyclea peltata Hook.f. & Thomson,MATCHED
PLANT-0648,NMPB,325,Cyclea peltata Hook.f. & Thomson,MATCHED
PLANT-0649,BSI,528,Cydonia oblonga Mill.,BSI_ONLY
PLANT-0650,BSI,529,Cymbidium simulans Rolfe,BSI_ONLY
PLANT-0651,NMPB,326,Cymbopogon citratus (DC.) Stapf,NMPB_ONLY
PLANT-0652,BSI,530,Cymbopogon flexuosus (Nees ex Steud.) Will.Watson,MATCHED
PLANT-0652,NMPB,327,Cymbopogon flexuosus (Nees ex Steud.) Will.Watson,MATCHED
PLANT-0653,BSI,531,Cymbopogon jwarancusa (Jones) Schult.,BSI_ONLY
PLANT-0654,BSI,532,Cymbopogon martinii (Roxb.) Will.Watson,MATCHED
PLANT-0654,NMPB,328,Cymbopogon martinii (Roxb.) Will.Watson,MATCHED
PLANT-0655,BSI,533,Cymbopogon nardus (L.) Rendle,BSI_ONLY
PLANT-0656,BSI,534,Cymbopogon schoenanthus (L.) Spreng.,BSI_ONLY
PLANT-0657,BSI,535,Cynara scolymus L.,BSI_ONLY
PLANT-0658,BSI,536,Cynodon dactylon (L.) Pers.,MATCHED
PLANT-0658,NMPB,329,Cynodon dactylon (L.) Pers.,MATCHED
PLANT-0659,BSI,537,Cynoglossum glochidiatum Wall. ex Benth.,BSI_ONLY
PLANT-0660,BSI,538,Cynoglossum lanceolatum Forsk.,BSI_ONLY
PLANT-0661,BSI,539,Cynometra ramiflora L.,BSI_ONLY
PLANT-0662,BSI,540,Cyperus articulatus L.,BSI_ONLY
PLANT-0663,NMPB,330,Cyperus esculentus L.,NMPB_ONLY
PLANT-0664,BSI,541,Cyperus iria L.,BSI_ONLY
PLANT-0665,BSI,542,Cyperus rotundus L.,MATCHED
PLANT-0665,NMPB,331,Cyperus rotundus L.,MATCHED
PLANT-0666,NMPB,332,Cyperus scariosus R.Br.,NMPB_ONLY
PLANT-0667,BSI,543,Cyperus stoloniferous Retz.,BSI_ONLY
PLANT-0668,BSI,544,Cyperus triceps (Rottb.) Endl.,BSI_ONLY
PLANT-0669,BSI,545,Cyrtophyllum peregrinum Blume,BSI_ONLY
PLANT-0670,BSI,546,Cytisus scoparius Link.,BSI_ONLY
PLANT-0671,BSI,547,Dactyloctenium aegyptium (L.) Willd.,BSI_ONLY
PLANT-0672,BSI,548,Dactylorhiza hatagirea (D. Don) Soo,MATCHED
PLANT-0672,NMPB,333,Dactylorhiza hatagirea (D. Don) Soo,MATCHED
PLANT-0673,BSI,549,Dalbergia lanceolaria L.f.,BSI_ONLY
PLANT-0674,BSI,550,Dalbergia latifolia Roxb.,MATCHED
PLANT-0674,NMPB,334,Dalbergia latifolia Roxb.,MATCHED
PLANT-0675,BSI,551,Dalbergia pinnata (Lour.) Prain.,BSI_ONLY
PLANT-0676,BSI,552,Dalbergia sissoo Roxb. ex DC.,MATCHED
PLANT-0676,NMPB,335,Dalbergia sissoo Roxb. ex DC.,MATCHED
PLANT-0677,BSI,553,Dalbergia spinosa Roxb.,BSI_ONLY
PLANT-0678,BSI,554,Dalbergia stipulacea Roxb.,BSI_ONLY
PLANT-0679,BSI,555,Dalbergia volubilis Roxb.,BSI_ONLY
PLANT-0680,BSI,556,Daphne oleoides Schreb.,BSI_ONLY
PLANT-0681,BSI,557,Daphne papyracea Wall. ex Steud.,BSI_ONLY
PLANT-0682,BSI,558,Datisca cannabina L.,BSI_ONLY
PLANT-0683,NMPB,336,Datura arborea L.,NMPB_ONLY
PLANT-0684,BSI,559,Datura innoxia Mill.,MATCHED
PLANT-0684,NMPB,337,Datura innoxia Mill.,MATCHED
PLANT-0685,BSI,560,Datura metal L.,BSI_ONLY
PLANT-0686,NMPB,338,Datura metel L.,NMPB_ONLY
PLANT-0687,BSI,561,Datura stramonium L.,MATCHED
PLANT-0687,NMPB,339,Datura stramonium L.,MATCHED
PLANT-0688,BSI,562,Daucas carota L.,BSI_ONLY
PLANT-0689,NMPB,340,Daucus carota L. var. sativa DC.,NMPB_ONLY
PLANT-0690,BSI,563,Decalepis hamiltonii Wight & Arn.,MATCHED
PLANT-0690,NMPB,341,Decalepis hamiltonii Wight & Arn.,MATCHED
PLANT-0691,BSI,564,Deeringia amaranthoides Merill.,BSI_ONLY
PLANT-0692,BSI,565,Delonix elata (L.) Gamble,MATCHED
PLANT-0692,NMPB,342,Delonix elata (L.) Gamble,MATCHED
PLANT-0693,BSI,566,Delphinium brunonianum Royle,BSI_ONLY
PLANT-0694,BSI,567,Delphinium denudatum Wall. ex Hook.f. & Thomson,MATCHED
PLANT-0694,NMPB,343,Delphinium denudatum Wall. ex Hook.f. & Thomson,MATCHED
PLANT-0695,BSI,568,Delphinium vestitum Wall. ex Royle,BSI_ONLY
PLANT-0696,BSI,569,Dendrobium crumenatum Sw.,BSI_ONLY
PLANT-0697,NMPB,344,Dendrobium nobile Lindl.,NMPB_ONLY
PLANT-0698,BSI,570,Dendrobium ovatum (L.) Kraenzl.,BSI_ONLY
PLANT-0699,BSI,571,Dendrocalamus strictus (Roxb.) Nees,BSI_ONLY
PLANT-0700,BSI,572,Dendrocnide sinuata (Bl.) Chaw.,BSI_ONLY
PLANT-0701,BSI,573,Dendrophthoe elastica (Desr.) Danser,BSI_ONLY
PLANT-0702,BSI,574,Dendrophthoe falcata (L.f.) Ettingshausen,MATCHED
PLANT-0702,NMPB,345,Dendrophthoe falcata (L.f.) Ettingshausen,MATCHED
PLANT-0703,BSI,575,Derris ferruginea (Roxb.) Benth.,BSI_ONLY
PLANT-0704,BSI,576,Derris indica (Lam.) Bennet.,BSI_ONLY
PLANT-0705,BSI,577,Derris scandens (Roxb.) ex. Benth.,MATCHED
PLANT-0705,NMPB,346,Derris scandens (Roxb.) ex. Benth.,MATCHED
PLANT-0706,BSI,578,Derris trifoliata Lour.,BSI_ONLY
PLANT-0707,BSI,579,Descurainia sophia (L.) Webb ex Prantl,BSI_ONLY
PLANT-0708,BSI,580,Desmodium elegans DC.,BSI_ONLY
PLANT-0709,BSI,581,Desmodium gangeticum (L.) DC.,MATCHED
PLANT-0709,NMPB,347,Desmodium gangeticum (L.) DC.,MATCHED
PLANT-0710,BSI,582,Desmodium heterocarpon (L.) DC.,BSI_ONLY
PLANT-0711,BSI,583,Desmodium pulchellum (L.) Benth.,MATCHED
PLANT-0711,NMPB,348,Desmodium pulchellum (L.) Benth.,MATCHED
PLANT-0712,BSI,584,Desmodium triflorum (L.) DC.,MATCHED
PLANT-0712,NMPB,349,Desmodium triflorum (L.) DC.,MATCHED
PLANT-0713,BSI,585,Desmodium triquetrum (L.) DC.,BSI_ONLY
PLANT-0714,BSI,586,Desmos chinensis Lour.,BSI_ONLY
PLANT-0715,BSI,587,Desmos cochinchinensis Lour.,BSI_ONLY
PLANT-0716,BSI,588,Desmostachya bipinnata (L.) Stapf,MATCHED
PLANT-0716,NMPB,350,Desmostachya bipinnata (L.) Stapf,MATCHED
PLANT-0717,BSI,589,Dianthus anatolicus Boiss.,BSI_ONLY
PLANT-0718,BSI,590,Dianthus caryophyllus L.,BSI_ONLY
PLANT-0719,BSI,591,Dichroa febrifuga Lour.,BSI_ONLY
PLANT-0720,BSI,592,Dichrostachys cinerea (L.) Wight & Arn.,MATCHED
PLANT-0720,NMPB,351,Dichrostachys cinerea (L.) Wight & Arn.,MATCHED
PLANT-0721,BSI,593,Dicliptera bupleuroides Nees,BSI_ONLY
PLANT-0722,BSI,594,Dicoma tomentosa Cass.,BSI_ONLY
PLANT-0723,BSI,595,Dictamnus albus L.,BSI_ONLY
PLANT-0724,NMPB,352,Didymocarpus pedicellata R.Br.,NMPB_ONLY
PLANT-0725,BSI,596,Didymocarpus pedicillatus R.Br.,BSI_ONLY
PLANT-0726,BSI,597,Digera muricata (L.) Mart.,BSI_ONLY
PLANT-0727,BSI,598,Digitalis lanata Ehrh.,BSI_ONLY
PLANT-0728,BSI,599,Digitalis purpurea L.,BSI_ONLY
PLANT-0729,BSI,600,Dillenia indica L.,BSI_ONLY
PLANT-0730,NMPB,353,Dillenia pentagyna Roxb.,NMPB_ONLY
PLANT-0731,BSI,601,Dimocarpus longan Lour.,BSI_ONLY
PLANT-0732,BSI,602,Dinochloa andamanica Kurz,BSI_ONLY
PLANT-0733,BSI,603,Dioscorea alata L.,MATCHED
PLANT-0733,NMPB,354,Dioscorea alata L.,MATCHED
PLANT-0734,BSI,604,Dioscorea bulbifera L.,MATCHED
PLANT-0734,NMPB,355,Dioscorea bulbifera L.,MATCHED
PLANT-0735,BSI,605,Dioscorea deltoidea Wall. ex Kunth,MATCHED
PLANT-0735,NMPB,356,Dioscorea deltoidea Wall. ex Kunth,MATCHED
PLANT-0736,BSI,606,Dioscorea esculenta Burkill,BSI_ONLY
PLANT-0737,BSI,607,Dioscorea oppositifolia L.,MATCHED
PLANT-0737,NMPB,357,Dioscorea oppositifolia L.,MATCHED
PLANT-0738,BSI,608,Dioscorea pentaphylla L.,MATCHED
PLANT-0738,NMPB,358,Dioscorea pentaphylla L.,MATCHED
PLANT-0739,NMPB,359,Diospyros buxifolia (Blume) Hiern,NMPB_ONLY
PLANT-0740,BSI,609,Diospyros candolleana Wight,BSI_ONLY
PLANT-0741,BSI,610,Diospyros ebenum Koenig,MATCHED
PLANT-0741,NMPB,360,Diospyros ebenum Koenig,MATCHED
PLANT-0742,BSI,611,Diospyros exsculpta Buch.-Ham.,BSI_ONLY
PLANT-0743,BSI,612,Diospyros kaki L.f.,BSI_ONLY
PLANT-0744,NMPB,361,Diospyros lotus L.,NMPB_ONLY
PLANT-0745,BSI,613,Diospyros malabarica (Desr.) Kostel.,BSI_ONLY
PLANT-0746,BSI,614,Diospyros melanoxylon Roxb.,MATCHED
PLANT-0746,NMPB,362,Diospyros melanoxylon Roxb.,MATCHED
PLANT-0747,BSI,615,Diospyros montana Roxb.,BSI_ONLY
PLANT-0748,BSI,616,Diospyros paniculata Dalzell,BSI_ONLY
PLANT-0749,BSI,617,Diospyros toposia Buch.-Ham.,BSI_ONLY
PLANT-0750,BSI,618,Diploclisia glaucescens (Blume) Diels,BSI_ONLY
PLANT-0751,NMPB,363,Diplocyclos palmatus (L.) C.Jeffrey,NMPB_ONLY
PLANT-0752,BSI,619,Dipterocarpus indicus Bedd.,BSI_ONLY
PLANT-0753,BSI,620,Dipterocarpus turbinatus Gaertn.f.,BSI_ONLY
PLANT-0754,NMPB,364,Dodonaea angustifolia (L.f.) Benth.,NMPB_ONLY
PLANT-0755,BSI,621,Dodonaea viscosa (L.) Jacq.,BSI_ONLY
PLANT-0756,BSI,622,Dolichandrone falcata Seem.,BSI_ONLY
PLANT-0757,BSI,623,Dolichandrone spathacea K.Schum.,BSI_ONLY
PLANT-0758,NMPB,365,Dolichos biflorus L.; [= Macrotyloma uniflorum (Lam.),NMPB_ONLY
PLANT-0759,BSI,624,Dolichos trilobus L.,BSI_ONLY
PLANT-0760,BSI,625,Dolichos uniflorus Lam.,BSI_ONLY
PLANT-0761,NMPB,366,Dorema ammoniacum D.Don,NMPB_ONLY
PLANT-0762,BSI,626,Draba verna L.,BSI_ONLY
PLANT-0763,BSI,627,Dracocephalum moldavica L.,BSI_ONLY
PLANT-0764,BSI,628,Drosera burmanni Vahl,BSI_ONLY
PLANT-0765,BSI,629,Drosera peltata Sm.,MATCHED
PLANT-0765,NMPB,367,Drosera peltata Sm.,MATCHED
PLANT-0766,BSI,630,Drymaria cordata Willd.,BSI_ONLY
PLANT-0767,BSI,631,Drynaria quercifolia (L.) J.Sm.,BSI_ONLY
PLANT-0768,BSI,632,Dryobalanops aromatica Gaertn.f.,MATCHED
PLANT-0768,NMPB,368,Dryobalanops aromatica Gaertn.f.,MATCHED
PLANT-0769,BSI,633,Dryopteris filix-mas (L.) Schott.,MATCHED
PLANT-0769,NMPB,369,Dryopteris filix-mas (L.) Schott.,MATCHED
PLANT-0770,BSI,634,Dryopteris marginata (Wall. ex Christ.) Christ.,BSI_ONLY
PLANT-0771,NMPB,370,Drypetes roxburghii (Wall.) Hurus.; [= Putranjiva roxburghii Wall.],NMPB_ONLY
PLANT-0772,BSI,635,Drypetyes roxburghii (Wall.) Hurus.,BSI_ONLY
PLANT-0773,BSI,636,Durio zibethinus L.,BSI_ONLY
PLANT-0774,BSI,637,Dysoxylum alliarum (Buch.-Ham.) N.P.Balakr.,BSI_ONLY
PLANT-0775,BSI,638,Dysoxylum malabaricum Bedd.,MATCHED
PLANT-0775,NMPB,371,Dysoxylum malabaricum Bedd.,MATCHED
PLANT-0776,BSI,639,Ecballium elaterium L.,BSI_ONLY
PLANT-0777,BSI,640,Ecbolium viride (Forsk.) Alston,MATCHED
PLANT-0777,NMPB,372,Ecbolium viride (Forsk.) Alston,MATCHED
PLANT-0778,BSI,641,Echinochloa crusgalli (L.) Beauv,BSI_ONLY
PLANT-0779,BSI,642,Echinochloa frumentacea (Roxb.) Link.,BSI_ONLY
PLANT-0780,BSI,643,Echinochloa stagnina (Retz.) P.Beauv.,BSI_ONLY
PLANT-0781,BSI,644,Echinops echinatus Roxb.,MATCHED
PLANT-0781,NMPB,373,Echinops echinatus Roxb.,MATCHED
PLANT-0782,BSI,645,Eclipta alba (L.) Hassk.,BSI_ONLY
PLANT-0783,NMPB,374,Eclipta prostrata (L.) L.; [= E. alba Hassk.],NMPB_ONLY
PLANT-0784,BSI,646,Edgeworthia gardneri (Wall.) Meissn.,BSI_ONLY
PLANT-0785,BSI,647,Ehretia aspera Roxb.,BSI_ONLY
PLANT-0786,BSI,648,Elaeagnus angustifolia L.,BSI_ONLY
PLANT-0787,BSI,649,Elaeagnus latifolia L.,BSI_ONLY
PLANT-0788,BSI,650,Elaeagnus parvifolia Wall. ex Royle,BSI_ONLY
PLANT-0789,BSI,651,Elaeis guineensis Jacq.,BSI_ONLY
PLANT-0790,BSI,652,Elaeocarpus floribundus Blume,BSI_ONLY
PLANT-0791,BSI,653,Elaeocarpus serratus L.,BSI_ONLY
PLANT-0792,NMPB,375,Elaeocarpus sphaericus (Gaertn.) K.Schum.; [ = E. ganitrus Roxb.],NMPB_ONLY
PLANT-0793,BSI,654,Elaeocarpus tuberculatus Roxb.,BSI_ONLY
PLANT-0794,BSI,655,Elephantopus scaber L.,MATCHED
PLANT-0794,NMPB,376,Elephantopus scaber L.,MATCHED
PLANT-0795,NMPB,377,Elettaria cardamomum Maton,NMPB_ONLY
PLANT-0796,BSI,656,Eleusine coracana L.,BSI_ONLY
PLANT-0797,BSI,657,Eleusine indica (L.) Gaertn.,BSI_ONLY
PLANT-0798,NMPB,378,Eleutherococcus senticosus,NMPB_ONLY
PLANT-0799,BSI,658,Elsholtzia ciliata (Thunb.) Hyl.,BSI_ONLY
PLANT-0800,BSI,659,Embelia ribes Burm.f.,MATCHED
PLANT-0800,NMPB,379,Embelia ribes Burm.f.,MATCHED
PLANT-0801,BSI,660,Embelia tsjeriam-cottam A.DC.,MATCHED
PLANT-0801,NMPB,380,Embelia tsjeriam-cottam A.DC.,MATCHED
PLANT-0802,BSI,661,Emblica officinalis Gaertn.,MATCHED
PLANT-0802,NMPB,381,Emblica officinalis Gaertn.,MATCHED
PLANT-0803,BSI,662,Emilia sonchifolia (L.) DC.,MATCHED
PLANT-0803,NMPB,382,Emilia sonchifolia (L.) DC.,MATCHED
PLANT-0804,BSI,663,Enhydra fluctans Lour.,BSI_ONLY
PLANT-0805,BSI,664,Enicostema hyssopifolium (Willd.) I.Verd.,BSI_ONLY
PLANT-0806,NMPB,383,Enicostemma axillare (Lam.) Raynal; [ = E. littorale non Blume;,NMPB_ONLY
PLANT-0807,BSI,665,Entada pursaetha DC.,MATCHED
PLANT-0807,NMPB,384,Entada pursaetha DC.,MATCHED
PLANT-0808,NMPB,385,Ephedra equisetina Bunge,NMPB_ONLY
PLANT-0809,NMPB,386,Ephedra gerardiana Wall. ex J.A. Mey,NMPB_ONLY
PLANT-0810,BSI,666,Ephedra girardiana Wall. ex Stapf,BSI_ONLY
PLANT-0811,BSI,667,Ephedra intermedia Schrenk. & Mey,MATCHED
PLANT-0811,NMPB,387,Ephedra intermedia Schrenk. & Mey,MATCHED
PLANT-0812,NMPB,388,Ephedra sinica Stapf,NMPB_ONLY
PLANT-0813,BSI,668,Ephemerantha macraei (Lindl.) Hunt & Summerh,BSI_ONLY
PLANT-0814,BSI,669,Epilobium angustifolium L.,BSI_ONLY
PLANT-0815,BSI,670,Epilobium hirsutum L.,BSI_ONLY
PLANT-0816,BSI,672,Equisetum arvense L.,MATCHED
PLANT-0816,NMPB,389,Equisetum arvense L.,MATCHED
PLANT-0817,BSI,671,Equisetum debile Roxb. ex Vaucher,BSI_ONLY
PLANT-0818,BSI,673,Eranthemum roseum R.Br.,BSI_ONLY
PLANT-0819,BSI,674,Eria pannea Lindl.,BSI_ONLY
PLANT-0820,BSI,675,Erigeron asteroides Roxb.,BSI_ONLY
PLANT-0821,BSI,676,Erigeron canadensis L.,BSI_ONLY
PLANT-0822,BSI,677,Eriobotrya japonica (Thunb.) Lindl.,BSI_ONLY
PLANT-0823,BSI,678,Eriolaena quinquelocularis Wight,BSI_ONLY
PLANT-0824,BSI,679,Erodium cicutarium (L.) L'Herit ex Aiton,BSI_ONLY
PLANT-0825,BSI,680,Erodium moschatum L.'Herit,BSI_ONLY
PLANT-0826,BSI,681,Eruca sativa L.,BSI_ONLY
PLANT-0827,BSI,682,Ervatamia heyneana (Wall.) T. Cooke,BSI_ONLY
PLANT-0828,BSI,683,Erycibe paniculata Roxb.,BSI_ONLY
PLANT-0829,BSI,684,Eryngium foetidum L.,BSI_ONLY
PLANT-0830,BSI,685,Erysimum rependum L.,BSI_ONLY
PLANT-0831,BSI,686,Erythrina stricta Roxb.,BSI_ONLY
PLANT-0832,BSI,687,Erythrina suberosa Roxb.,MATCHED
PLANT-0832,NMPB,390,Erythrina suberosa Roxb.,MATCHED
PLANT-0833,BSI,688,Erythrina variegata L.,MATCHED
PLANT-0833,NMPB,391,Erythrina variegata L.,MATCHED
PLANT-0834,BSI,689,Erythroxylon coca Lam.,BSI_ONLY
PLANT-0835,BSI,690,Erythroxylon monogynum Roxb.,BSI_ONLY
PLANT-0836,BSI,691,Eucalyptus citridora Hook.,BSI_ONLY
