S_No,Scientific_Name,Family,Common_Name,Herbarium_Uses_URL,source_file
1738,Tectona grandis L.f.,VERBENACEAE,"Sagun, Sagwan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013201&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1739,Tephrosia candida (Roxb.) DC.,FABACEAE,"Lashtia, Masethi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003353&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1740,Tephrosia purpurea (L.) Pers.,FABACEAE,"Jand, Chaunkra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003352&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1741,Tephrosia uniflora Pers.,FABACEAE,Kanthalu (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003350&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1742,Tephrosia villosa (L.) Pers.,FABACEAE,Runchhalisarpankho (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003351&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1743,Teramnus labialis (L.f.) Spreng,FABACEAE,"Mashoni, Mashparui",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003320&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1744,Terminalia alata B.Heyne ex Roth,COMBRETACEAE,"Asan, Sain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009563&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1745,Terminalia arjuna (Roxb.) Wight & Arn.,COMBRETACEAE,Arjuna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009561&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1746,Terminalia bellirica (Gaertn.) Roxb.,COMBRETACEAE,Bahera,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009566&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1747,Terminalia bialata Steud.,COMBRETACEAE,Safed chuglam (Andamans),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009636&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1748,Terminalia catappa L.,COMBRETACEAE,Deshi Badam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009565&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1749,Terminalia chebula (Gaertn.) Retz.,COMBRETACEAE,Harre,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009564&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1750,Terminalia citrina Roxb.,COMBRETACEAE,Hritaki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009558&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1751,Terminalia coriacea Wight & Arn.,COMBRETACEAE,Tani (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009559&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1752,Terminalia myriocarpa Van Heurck & Muell.Arg.,COMBRETACEAE,Pnisaj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009557&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1753,Terminalia pallida Brandis,COMBRETACEAE,Tellakaraka (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009554&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1754,Terminalia paniculata Roth,COMBRETACEAE,Kinjal (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009562&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1755,Ternstroemia gymnanthera (Wight & Arn.) Bedd.,THEACEAE,Kamoni (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013182&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1756,Tetracera laevis Vahl,DILLENIACEAE,Anaittichal (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013913&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1757,Tetradium fraxinifolium (Hook.) Hartley,RUTACEAE,Kanukpa (Nepal & Bengal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009970&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1758,Tetradium ruticarpum (A.Juss.) Hartley,RUTACEAE,Bora-asing (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009969&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1759,Teucrium chamaedrys L.,VITACEAE,Wall-Germander,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008733&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1760,Teucrium polium L.,VITACEAE,Felty germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008734&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1761,Teucrium scordium L.,LAMIACEAE,Water-Germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008729&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1762,Thalictrum foliolosum DC.,RANUNCULACEAE,"Pilazari, Mamiri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013931&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1763,Thalictrum minus L.,RANUNCULACEAE,Dwarf meadow Rue (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013929&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1764,Theobroma cacao L.,STERCULIACEAE,Chocolate Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013932&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1765,Thespesia populnea (L.) Soland. ex Correa,MALVACEAE,"Parsipu, Porush",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008744&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1766,Thevetia peruviana (Pers.) Schum.,APOCYNACEAE,"Pile kaner, Zard kunel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009448&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1767,Thlaspi arvense L.,BRASSICACEAE,Common Penycress (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013859&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1768,Thuja orientalis L.,CUPRESSACEAE,"Morepankhi, Mayurpankh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009162&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1769,Thunbergia alata Bojer ex Sims,ACANTHACEAE,Black-Eyed Susan (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013301&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1770,Thunbergia grandiflora (Roxb. ex Rottl.) Roxb.,ACANTHACEAE,Mulluta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013500&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1771,Thunbergia laurifolia Lindl.,ACANTHACEAE,Purple allamanda (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013303&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1772,Thymus serpyllum L.,LAMIACEAE,Banajwain,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008710&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1773,Thymus vulgaris L.,LAMIACEAE,Common Thyme (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008712&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1774,Tiliacora acuminata (Lam.) Hook.f. & Thomson,MENISPERMACEAE,"Bega, Bhaga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013898&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1775,Tinospora cordifolia (Willd.) Hook.f. & Thomson,MENISPERMACEAE,"Amrita, Giloe",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013900&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1776,Tinospora sinensis (Lour.) Merr.,MENISPERMACEAE,"Giloe, Gulancha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013899&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1777,Toddalia asiatica (L.) Lam.,RUTACEAE,"Jangli-kalimirch, Kanj",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009837&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1778,Toona ciliata Roem.,MELIACEAE,"Tun, Mahanim",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013146&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1779,Torenia asiatica L.,SCROPHULARIACEAE,Kakapu (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013255&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1780,Trachelospermum lucidum (D.Don) K.Schum.,APOCYNACEAE,Akhahilata (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009457&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1781,Trachylobium hornemannianum Hayne,CAESALPINIACEAE,Zangiber copal (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003406&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1782,Trachyspermum ammi (L.) Sprague,APIACEAE,"Ajowan, Ajwain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013531&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1783,Trachyspermum roxburghianum (DC.) Wolff,APIACEAE,"Ajmud, Ajmod",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013754&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1784,Tragia involucrata L.,EUPHORBIACEAE,Barhanta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008778&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1785,Tragopogon pratensis L.,ASTERACEAE,Bucks-beard (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009304&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1786,Tragopogon sinuatus Avé-Lall.,ASTERACEAE,Oyester-Plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009296&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1787,Trapa natans L.,TRAPACEAE,Singhara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009512&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1788,Trema orientalis (L.) Blume,ULMACEAE,Gio,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013383&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1789,Trewia nudiflora L.,EUPHORBIACEAE,"Bhillaura, Gamhar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008804&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1790,Tribulus terrestris L.,ZYGOPHYLLACEAE,Gokhru,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013816&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1791,Trichilia connaroides (Wight. & Arn.) Bentv.,MELIACEAE,Kapia kushi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009892&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1792,Trichodesma africanum (L.) R.Br.,BORAGINACEAE,African Barbbell (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009146&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1793,Trichodesma indicum (L.) Lehm.,BORAGINACEAE,"Chhota-kulpha, Ratmandi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009144&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1794,Trichodesma zeylanicum (Burm.f.) R.Br.,BORAGINACEAE,Hetenuria,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009143&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1795,Tricholepis glaberrima DC.,ASTERACEAE,Brahmadandi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009328&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1796,Trichosanthes bracteata (Lam.) Voigt,CUCURBITACEAE,"Lal indrayan, Mahakal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009417&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1797,Trichosanthes cordata Roxb.,CUCURBITACEAE,"Bhumikumra, Patol (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009418&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1798,Trichosanthes cucumerina L.,CUCURBITACEAE,Jangli-chachinda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009420&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1799,Trichosanthes dioica Roxb.,CUCURBITACEAE,Parwal,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009419&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1800,Trichosanthes nervifolia L.,CUCURBITACEAE,Palval,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009422&column=szBarcode,BSI_Medicinal_Plant_Database (17).csv
1801,Trichosanthes wallichiana (Ser.) Wight,CUCURBITACEAE,Muzuumtong (Local name),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009421&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1802,Trifolium alexandrinum L.,FABACEAE,Egyptian clover (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003364&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1803,Trifolium pratense L.,FABACEAE,"Trepatra, Chit-batto (Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003363&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1804,Trifolium repens L.,FABACEAE,White clover (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003366&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1805,Trigonella corniculata (L.) L.,FABACEAE,"Kasuri Methi, Marwari Methi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003356&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1806,Trigonella foenum-graecum L.,FABACEAE,"Methi, Muthi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003359&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1807,Trigonella incisa Benth.,FABACEAE,Chainhari (Delhi),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003357&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1808,Trigonella uncata Boiss. & Noe,FABACEAE,Ban Methi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003355&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1809,Triphasia trifolia (Burm.f.) P.Wilson,RUTACEAE,Cheeninaranghi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009835&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1810,Triumfetta semitriloba L.,TILIACEAE,Burweed (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013825&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1811,Turraea villosa Benn.,MELIACEAE,Pandre (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009868&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1812,Tussilago farfara L.,ASTERACEAE,Watpan,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009335&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1813,Tylophora fasciculata Ham. ex Wight,ASCLEPIADACEAE,"Bhindodi, Bhui-dari (Bombay)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009480&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1814,Tylophora indica (Burm.f.) Merr.,ASCLEPIADACEAE,"Jangli-pikvam, Antamul",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009476&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1815,Tylophora tenuis Blume,ASCLEPIADACEAE,Nanjaruppan (Tam. & Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009478&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1816,Uncaria gambir (Hunt) Roxb.,RUBIACEAE,Kath-kutha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009372&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1817,Uraria crinita Desv.,FABACEAE,Dieng-kha-riu (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003329&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1818,Uraria lagopodioides (L.) Desv.,FABACEAE,Pithran,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003328&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1819,Uraria picta (Jacq.) Desv. ex DC.,FABACEAE,"Dabra, Pithavan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003330&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1820,Uraria rufescens (DC.) Schindl.,FABACEAE,Salaparni (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003327&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1821,Urena lobata L.,MALVACEAE,"Bachita, Unga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013838&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1822,Urena repanda Roxb. ex Sm.,MALVACEAE,Jatjotiya (Oriya),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013836&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1823,Urena sinuata L.,MALVACEAE,"Kunjuya, Lotloti",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013837&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1824,Urgenia indica (Roxb.) Kunth,LILIACEAE,"Jangli piyaz, Ban piyazi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002956&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1825,Urtica dioica L.,URTICACEAE,Bichhu booti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013393&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1826,Urtica parviflora Roxb.,URTICACEAE,Paharah-bichuti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013395&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1827,Utricularia bifida L.,LENTIBULARIACEAE,Chotajhangi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009089&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1828,Uvaria narum (Dunal) Blume,ANNONACEAE,Pulichan (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013907&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1829,Vaccaria pyramidata Medik.,CARYOPHYLLACEAE,"Musna, Sabuni",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013968&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1830,Valeriana dubia Bunge,VALERIANACEAE,Common Valerian (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009495&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1831,Valeriana hardwickii Wall.,VALERIANACEAE,"Tagger, Shumeo",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009497&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1832,Valeriana jatamansi Jones,VALERIANACEAE,Mushkbala,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009498&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1833,Vallaris solanacea (Roth) Kuntze,APOCYNACEAE,"Ramsar, Chamari-ki-vel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009455&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1834,Vanda spathulata (L.) Spreng.,ORCHIDACEAE,Ponnamponmarva (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002971&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1835,Vanda tessellata (Roxb.) Hook. ex G.Don,ORCHIDACEAE,"Banda, Nai",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002972&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1836,Vateria indica L.,DIPTEROCARPACEAE,"Safed domar, Kahruba",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013847&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1837,Ventilago denticulata Willd.,RHAMNACEAE,"Pitti, Raidhani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003472&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1838,Ventilago madraspatana Gaertn.,RHAMNACEAE,Pitti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003473&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1839,Verbascum chinense (L.) Santapau,SCROPHULARIACEAE,Gadartambaku,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013274&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1840,Verbascum thapsus L.,SCROPHULARIACEAE,"Gidar tamaku, Ban tamaku",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013277&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1841,Vernonia arborea Buch.-Ham.,ASTERACEAE,Shutthi (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009312&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1842,Vernonia cineria (L.) Less.,ASTERACEAE,Sahadevi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009313&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1843,Vernonia squarrosa (D.Don) Less.,ASTERACEAE,Grey Vernonia (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009315&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1844,Veronica anagallis-aquatica L.,SCROPHULARIACEAE,Titlokia (U.P.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008746&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1845,Veronica arvensis L.,SCROPHULARIACEAE,Corn speedwell (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008749&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1846,Veronica beccabunga L.,SCROPHULARIACEAE,Brooklime (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008748&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1847,Vetiveria zizanioides (L.) Roberty,POACEAE,"Khasa, Bena",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003170&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1848,Viburnum foetidum Wall.,CAPRIFOLIACEAE,Dieng-soh-leng (Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009536&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1849,Vicia faba L.,FABACEAE,"Bakla, Kala matar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003332&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1850,Vicia hirsuta (L.) S.F.Gray,FABACEAE,"Jhunjhuni ankari, Mun-muna",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003334&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1851,Vicia sativa L.,FABACEAE,Narrow-Leaved Vetch (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003331&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1852,Vigna aconitifolia (Jacq.) Marechal,FABACEAE,"Moth, Bhringga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003308&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1853,Vigna mungo (L.) Hepper,FABACEAE,Urd,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003307&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1854,Vigna radiata (L.) Wilczek,FABACEAE,"Mung, Pessara",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003306&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1855,Vigna trilobata (L.) Verdcourt,FABACEAE,"Mugam, Trianguli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003309&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1856,Vigna umbellata (Thunb.) Ohwi & Ohashi,FABACEAE,"Sutri, Ghurush",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003305&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1857,Vigna unguiculata (L.) Walp.,FABACEAE,"Lobia, Riantshi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003304&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1858,Vincetoxicum album (Mill.) Asch.,ASCLEPIADACEAE,Swallow-Wort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009258&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1859,Viola biflora L.,VIOLACEAE,"Banfsa, Dundi Birali",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013983&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1860,Viola cineria Boiss.,VIOLACEAE,Jinkobanafsha (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013977&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1861,Viola diffusa Ging.,VIOLACEAE,Spreding white violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013981&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1862,Viola patrinii Ging,VIOLACEAE,China violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013982&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1863,Viola pilosa Blume,VIOLACEAE,Banafshah,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013980&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1864,Viola sylvestris Lam.,VIOLACEAE,Wood violet (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013979&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1865,Viola tricolor L.,VIOLACEAE,Garden Pansey (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013978&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
1866,Viscum articulatum Burm.f.,LORANTHACEAE,"Budu, Pand",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009103&column=szBarcode,BSI_Medicinal_Plant_Database (18).csv
