reading_id,batch_id,storage_id,vehicle_id,timestamp,sensor_id,temperature_c,humidity_percent,light_intensity_lux,switch_status,weight_kg,weight_change_kg,,latitude,longitude,gps_valid,alert_status
READ-005604,MED-2026-024,STR-0024,,2026-06-11T11:50:21.246329,IOT-BH1750-001,25.17,63.92,122,CLOSED,,,,,,,
READ-005605,MED-2026-024,STR-0024,,2026-06-11T12:20:21.246329,IOT-LIMIT-001,21.26,50.71,131.6,CLOSED,,,,,,,
READ-005606,MED-2026-024,STR-0024,,2026-06-11T12:50:21.246329,IOT-MPU6050-001,27.93,46.39,106.8,CLOSED,,,,,,,
READ-005607,MED-2026-024,STR-0024,,2026-06-11T13:20:21.246329,IOT-GPS-001,23.84,47.03,125,CLOSED,,,,,,,
READ-005608,MED-2026-024,STR-0024,,2026-06-11T13:50:21.246329,IOT-HX711-001,23.3,55.02,154.4,CLOSED,,,,,,,
READ-005609,MED-2026-024,STR-0024,,2026-06-11T14:20:21.246329,IOT-DHT22-001,23.94,62.46,119.3,CLOSED,,,,,,,
READ-005610,MED-2026-024,STR-0024,,2026-06-11T14:50:21.246329,IOT-MPU6050-001,24.42,65.03,122.7,CLOSED,,,,,,,
READ-005611,MED-2026-024,STR-0024,,2026-06-11T15:20:21.246329,IOT-DHT22-001,23.97,59.74,84.8,CLOSED,,,,,,,
READ-005612,MED-2026-024,STR-0024,,2026-06-11T15:50:21.246329,IOT-DHT22-001,25.93,50.59,127.7,CLOSED,,,,,,,
READ-005613,MED-2026-024,STR-0024,,2026-06-11T16:20:21.246329,IOT-MPU6050-001,28.39,55.29,97.1,CLOSED,,,,,,,
READ-005614,MED-2026-024,STR-0024,,2026-06-11T16:50:21.246329,IOT-GPS-001,20.84,47.45,130.9,CLOSED,,,,,,,
READ-005615,MED-2026-024,STR-0024,,2026-06-11T17:20:21.246329,IOT-HX711-001,22.87,49.22,115.8,CLOSED,,,,,,,
READ-005616,MED-2026-024,STR-0024,,2026-06-11T17:50:21.246329,IOT-HX711-001,24.79,58.38,61.8,CLOSED,,,,,,,
READ-005617,MED-2026-024,STR-0024,,2026-06-11T18:20:21.246329,IOT-MPU6050-001,29.89,51.18,81,CLOSED,,,,,,,
READ-005618,MED-2026-024,STR-0024,,2026-06-11T18:50:21.246329,IOT-MPU6050-001,25.29,56.13,126.1,CLOSED,,,,,,,
READ-005619,MED-2026-024,STR-0024,,2026-06-11T19:20:21.246329,IOT-BH1750-001,24.43,55.74,108.5,CLOSED,,,,,,,
READ-005620,MED-2026-024,STR-0024,,2026-06-11T19:50:21.246329,IOT-DHT22-001,26.91,71.13,32.9,CLOSED,,,,,,,
READ-005621,MED-2026-024,STR-0024,,2026-06-11T20:20:21.246329,IOT-MPU6050-001,25.4,52.46,134.1,CLOSED,,,,,,,
READ-005622,MED-2026-024,STR-0024,,2026-06-11T20:50:21.246329,IOT-HX711-001,30.1,62.18,94.6,CLOSED,,,,,,,
READ-005623,MED-2026-024,STR-0024,,2026-06-11T21:20:21.246329,IOT-BH1750-001,23.84,64.03,140.9,CLOSED,,,,,,,
READ-005624,MED-2026-024,STR-0024,,2026-06-11T21:50:21.246329,IOT-LIMIT-001,25.47,50.43,118.8,CLOSED,,,,,,,
READ-005625,MED-2026-024,STR-0024,,2026-06-11T22:20:21.246329,IOT-HX711-001,23.18,67.69,93.7,CLOSED,,,,,,,
READ-005626,MED-2026-024,STR-0024,,2026-06-11T22:50:21.246329,IOT-GPS-001,24.85,52.96,170.5,CLOSED,,,,,,,
READ-005627,MED-2026-024,STR-0024,,2026-06-11T23:20:21.246329,IOT-MPU6050-001,27.78,58.09,114.3,CLOSED,,,,,,,
READ-005628,MED-2026-024,STR-0024,,2026-06-11T23:50:21.246329,IOT-LIMIT-001,25.22,63.01,101.6,CLOSED,,,,,,,
READ-005629,MED-2026-024,STR-0024,,2026-06-12T00:20:21.246329,IOT-DHT22-001,24.55,57.95,178.2,CLOSED,,,,,,,
READ-005630,MED-2026-024,STR-0024,,2026-06-12T00:50:21.246329,IOT-LIMIT-001,26.8,53.96,166.8,CLOSED,,,,,,,
READ-005631,MED-2026-024,STR-0024,,2026-06-12T01:20:21.246329,IOT-MPU6050-001,28,52.28,158,CLOSED,,,,,,,
READ-005632,MED-2026-024,STR-0024,,2026-06-12T01:50:21.246329,IOT-GPS-001,24.7,59.22,92.9,CLOSED,,,,,,,
READ-005633,MED-2026-024,STR-0024,,2026-06-12T02:20:21.246329,IOT-DHT22-001,27.24,72.83,45.3,CLOSED,,,,,,,
READ-005634,MED-2026-024,STR-0024,,2026-06-12T02:50:21.246329,IOT-BH1750-001,23.64,74.65,88.1,CLOSED,,,,,,,
READ-005635,MED-2026-024,STR-0024,,2026-06-12T03:20:21.246329,IOT-DHT22-001,22.32,57.37,51.7,CLOSED,,,,,,,
READ-005636,MED-2026-024,STR-0024,,2026-06-12T03:50:21.246329,IOT-LIMIT-001,24.87,53.79,196.7,CLOSED,,,,,,,
READ-005637,MED-2026-024,STR-0024,,2026-06-12T04:20:21.246329,IOT-BH1750-001,27.5,55.41,112.3,CLOSED,,,,,,,
READ-005638,MED-2026-024,STR-0024,,2026-06-12T04:50:21.246329,IOT-MPU6050-001,22.05,52.44,82.9,CLOSED,,,,,,,
READ-005639,MED-2026-024,STR-0024,,2026-06-12T05:20:21.246329,IOT-MPU6050-001,24.72,62.73,121,CLOSED,,,,,,,
READ-005640,MED-2026-024,STR-0024,,2026-06-12T05:50:21.246329,IOT-MPU6050-001,26.52,69.49,127.6,CLOSED,,,,,,,
READ-005641,MED-2026-024,STR-0024,,2026-06-12T06:20:21.246329,IOT-MPU6050-001,26.6,62.92,68.4,CLOSED,,,,,,,
READ-005642,MED-2026-024,STR-0024,,2026-06-12T06:50:21.246329,IOT-DHT22-001,25.44,56.07,87.6,CLOSED,,,,,,,
READ-005643,MED-2026-024,STR-0024,,2026-06-12T07:20:21.246329,IOT-HX711-001,25.62,51.4,119.6,CLOSED,,,,,,,
READ-005644,MED-2026-024,STR-0024,,2026-06-12T07:50:21.246329,IOT-BH1750-001,26.12,51.96,85.9,CLOSED,,,,,,,
READ-005645,MED-2026-024,STR-0024,,2026-06-12T08:20:21.246329,IOT-MPU6050-001,25.84,62.76,143.2,CLOSED,,,,,,,
READ-005646,MED-2026-024,STR-0024,,2026-06-12T08:50:21.246329,IOT-GPS-001,26.14,56.85,216.7,CLOSED,,,,,,,
READ-005647,MED-2026-024,STR-0024,,2026-06-12T09:20:21.246329,IOT-DHT22-001,27.21,60.82,191.1,CLOSED,,,,,,,
READ-005648,MED-2026-024,STR-0024,,2026-06-12T09:50:21.246329,IOT-LIMIT-001,23.32,64.92,85.2,CLOSED,,,,,,,
READ-005649,MED-2026-024,STR-0024,,2026-06-12T10:20:21.246329,IOT-BH1750-001,26.81,65.44,103.7,CLOSED,,,,,,,
READ-005650,MED-2026-024,STR-0024,,2026-06-12T10:50:21.246329,IOT-GPS-001,24.53,58.05,181.3,CLOSED,,,,,,,
READ-005651,MED-2026-024,STR-0024,,2026-06-12T11:20:21.246329,IOT-MPU6050-001,24.41,66.52,128.4,CLOSED,,,,,,,
READ-005652,MED-2026-024,STR-0024,,2026-06-12T11:50:21.246329,IOT-GPS-001,24.78,64.59,162.9,CLOSED,,,,,,,
READ-005653,MED-2026-024,STR-0024,,2026-06-12T12:20:21.246329,IOT-HX711-001,23.12,47.06,154.2,CLOSED,,,,,,,
READ-005654,MED-2026-024,STR-0024,,2026-06-12T12:50:21.246329,IOT-GPS-001,23.46,58.58,162.5,CLOSED,,,,,,,
READ-005655,MED-2026-024,STR-0024,,2026-06-12T13:20:21.246329,IOT-GPS-001,19.35,55.72,70.4,CLOSED,,,,,,,
READ-005656,MED-2026-024,STR-0024,,2026-06-12T13:50:21.246329,IOT-MPU6050-001,25.16,66.46,113.8,CLOSED,,,,,,,
READ-005657,MED-2026-024,STR-0024,,2026-06-12T14:20:21.246329,IOT-LIMIT-001,28.33,73.98,130.9,CLOSED,,,,,,,
READ-005658,MED-2026-024,STR-0024,,2026-06-12T14:50:21.246329,IOT-LIMIT-001,22.19,55.62,159.4,CLOSED,,,,,,,
READ-005659,MED-2026-024,STR-0024,,2026-06-12T15:20:21.246329,IOT-DHT22-001,26.71,52.62,127.5,CLOSED,,,,,,,
READ-005660,MED-2026-024,STR-0024,,2026-06-12T15:50:21.246329,IOT-BH1750-001,25.59,62.33,116.3,CLOSED,,,,,,,
READ-005661,MED-2026-024,STR-0024,,2026-06-12T16:20:21.246329,IOT-HX711-001,24.36,48.28,153,CLOSED,,,,,,,
READ-005662,MED-2026-024,STR-0024,,2026-06-12T16:50:21.246329,IOT-GPS-001,27.48,60.63,207.1,CLOSED,,,,,,,
READ-005663,MED-2026-024,STR-0024,,2026-06-12T17:20:21.246329,IOT-LIMIT-001,21.45,54.28,42.3,CLOSED,,,,,,,
READ-005664,MED-2026-024,STR-0024,,2026-06-12T17:50:21.246329,IOT-GPS-001,24.68,51.87,83.9,CLOSED,,,,,,,
READ-005665,MED-2026-024,STR-0024,,2026-06-12T18:20:21.246329,IOT-GPS-001,25.96,52.94,137.3,CLOSED,,,,,,,
READ-005666,MED-2026-024,STR-0024,,2026-06-12T18:50:21.246329,IOT-LIMIT-001,24.47,62.4,39.6,CLOSED,,,,,,,
READ-005667,MED-2026-024,STR-0024,,2026-06-12T19:20:21.246329,IOT-DHT22-001,21.85,61.35,144.9,CLOSED,,,,,,,
READ-005668,MED-2026-024,STR-0024,,2026-06-12T19:50:21.246329,IOT-DHT22-001,27.68,48.25,127.1,CLOSED,,,,,,,
READ-005669,MED-2026-024,STR-0024,,2026-06-12T20:20:21.246329,IOT-LIMIT-001,27.55,59.75,127.9,CLOSED,,,,,,,
READ-005670,MED-2026-024,STR-0024,,2026-06-12T20:50:21.246329,IOT-DHT22-001,21.25,63.4,93.8,CLOSED,,,,,,,
READ-005671,MED-2026-024,STR-0024,,2026-06-12T21:20:21.246329,IOT-LIMIT-001,23.89,48.28,99.5,CLOSED,,,,,,,
READ-005672,MED-2026-024,STR-0024,,2026-06-12T21:50:21.246329,IOT-HX711-001,24.03,45.8,139.9,CLOSED,,,,,,,
READ-005673,MED-2026-024,STR-0024,,2026-06-12T22:20:21.246329,IOT-LIMIT-001,22.95,57.52,147.7,CLOSED,,,,,,,
READ-005674,MED-2026-024,STR-0024,,2026-06-12T22:50:21.246329,IOT-LIMIT-001,25.11,63.58,119.9,CLOSED,,,,,,,
READ-005675,MED-2026-024,STR-0024,,2026-06-12T23:20:21.246329,IOT-LIMIT-001,24.3,51.01,170.4,CLOSED,,,,,,,
READ-005676,MED-2026-024,STR-0024,,2026-06-12T23:50:21.246329,IOT-HX711-001,27.04,48.32,102.3,CLOSED,,,,,,,
READ-005677,MED-2026-024,STR-0024,,2026-06-13T00:20:21.246329,IOT-LIMIT-001,26.2,63.91,86.3,CLOSED,,,,,,,
READ-005678,MED-2026-024,STR-0024,,2026-06-13T00:50:21.246329,IOT-HX711-001,26.54,60.99,159.3,CLOSED,,,,,,,
READ-005679,MED-2026-024,STR-0024,,2026-06-13T01:20:21.246329,IOT-DHT22-001,24.76,52.21,114.7,CLOSED,,,,,,,
READ-005680,MED-2026-024,STR-0024,,2026-06-13T01:50:21.246329,IOT-DHT22-001,24.95,59.71,168.7,CLOSED,,,,,,,
READ-005681,MED-2026-024,STR-0024,,2026-06-13T02:20:21.246329,IOT-DHT22-001,25.92,59.01,152,CLOSED,,,,,,,
READ-005682,MED-2026-024,STR-0024,,2026-06-13T02:50:21.246329,IOT-MPU6050-001,27.05,63.58,81.2,CLOSED,,,,,,,
READ-005683,MED-2026-024,STR-0024,,2026-06-13T03:20:21.246329,IOT-MPU6050-001,25.71,68.19,131.8,CLOSED,,,,,,,
READ-005684,MED-2026-024,STR-0024,,2026-06-13T03:50:21.246329,IOT-HX711-001,23.62,63.36,195.8,CLOSED,,,,,,,
READ-005685,MED-2026-024,STR-0024,,2026-06-13T04:20:21.246329,IOT-DHT22-001,25.14,62.79,150.4,CLOSED,,,,,,,
READ-005686,MED-2026-024,STR-0024,,2026-06-13T04:50:21.246329,IOT-DHT22-001,20.77,53.84,127.2,CLOSED,,,,,,,
READ-005687,MED-2026-024,STR-0024,,2026-06-13T05:20:21.246329,IOT-LIMIT-001,26.93,61.98,171.7,CLOSED,,,,,,,
READ-005688,MED-2026-024,STR-0024,,2026-06-13T05:50:21.246329,IOT-BH1750-001,23.61,62.36,171.9,CLOSED,,,,,,,
READ-005689,MED-2026-024,STR-0024,,2026-06-13T06:20:21.246329,IOT-MPU6050-001,24.44,58.17,100.3,CLOSED,,,,,,,
READ-005690,MED-2026-024,STR-0024,,2026-06-13T06:50:21.246329,IOT-GPS-001,28.51,57.48,132.9,CLOSED,,,,,,,
READ-005691,MED-2026-024,STR-0024,,2026-06-13T07:20:21.246329,IOT-BH1750-001,25.92,57,65,CLOSED,,,,,,,
READ-005692,MED-2026-024,STR-0024,,2026-06-13T07:50:21.246329,IOT-MPU6050-001,29.35,63.6,123.3,CLOSED,,,,,,,
READ-005693,MED-2026-024,STR-0024,,2026-06-13T08:20:21.246329,IOT-MPU6050-001,23.21,56.49,175.5,CLOSED,,,,,,,
READ-005694,MED-2026-024,STR-0024,,2026-06-13T08:50:21.246329,IOT-DHT22-001,24.87,47.82,177.9,CLOSED,,,,,,,
READ-005695,MED-2026-024,STR-0024,,2026-06-13T09:20:21.246329,IOT-LIMIT-001,22.28,73.48,61.5,CLOSED,,,,,,,
READ-005696,MED-2026-024,STR-0024,,2026-06-13T09:50:21.246329,IOT-LIMIT-001,23.3,52.72,124.6,CLOSED,,,,,,,
READ-005697,MED-2026-024,STR-0024,,2026-06-13T10:20:21.246329,IOT-DHT22-001,25.43,62.73,181.2,CLOSED,,,,,,,
READ-005698,MED-2026-024,STR-0024,,2026-06-13T10:50:21.246329,IOT-MPU6050-001,24.94,57.11,146.9,CLOSED,,,,,,,
READ-005699,MED-2026-024,STR-0024,,2026-06-13T11:20:21.246329,IOT-GPS-001,28.51,60.3,95.6,CLOSED,,,,,,,
READ-005700,MED-2026-024,STR-0024,,2026-06-13T11:50:21.246329,IOT-HX711-001,17.37,59.96,203.6,CLOSED,,,,,,,
READ-005701,MED-2026-024,STR-0024,,2026-06-13T12:20:21.246329,IOT-MPU6050-001,26.02,39.9,125.6,CLOSED,,,,,,,
READ-005702,MED-2026-024,STR-0024,,2026-06-13T12:50:21.246329,IOT-BH1750-001,24.84,63.49,78,CLOSED,,,,,,,
READ-005703,MED-2026-024,STR-0024,,2026-06-13T13:20:21.246329,IOT-HX711-001,22.68,72.33,128.1,CLOSED,,,,,,,
READ-005704,MED-2026-024,STR-0024,,2026-06-13T13:50:21.246329,IOT-HX711-001,26.14,57.95,167.8,CLOSED,,,,,,,
READ-005705,MED-2026-024,STR-0024,,2026-06-13T14:20:21.246329,IOT-HX711-001,23.37,64.94,106.3,CLOSED,,,,,,,
READ-005706,MED-2026-024,STR-0024,,2026-06-13T14:50:21.246329,IOT-BH1750-001,28.36,50,130.5,CLOSED,,,,,,,
READ-005707,MED-2026-024,STR-0024,,2026-06-13T15:20:21.246329,IOT-MPU6050-001,26.64,59.03,128.3,CLOSED,,,,,,,
READ-005708,MED-2026-024,STR-0024,,2026-06-13T15:50:21.246329,IOT-GPS-001,24.37,59.1,122.9,CLOSED,,,,,,,
READ-005709,MED-2026-024,STR-0024,,2026-06-13T16:20:21.246329,IOT-HX711-001,24.13,59.34,136.6,CLOSED,,,,,,,
READ-005710,MED-2026-024,STR-0024,,2026-06-13T16:50:21.246329,IOT-MPU6050-001,28.15,50.53,70.4,CLOSED,,,,,,,
READ-005711,MED-2026-024,STR-0024,,2026-06-13T17:20:21.246329,IOT-BH1750-001,26.37,61.17,117.3,CLOSED,,,,,,,
READ-005712,MED-2026-024,STR-0024,,2026-06-13T17:50:21.246329,IOT-LIMIT-001,19.66,60.79,38.8,CLOSED,,,,,,,
READ-005713,MED-2026-024,STR-0024,,2026-06-13T18:20:21.246329,IOT-GPS-001,20.07,64.41,161.2,CLOSED,,,,,,,
READ-005714,MED-2026-024,STR-0024,,2026-06-13T18:50:21.246329,IOT-DHT22-001,25.57,61.12,105.8,CLOSED,,,,,,,
READ-005715,MED-2026-024,STR-0024,,2026-06-13T19:20:21.246329,IOT-MPU6050-001,26.09,74.11,118.9,CLOSED,,,,,,,
READ-005716,MED-2026-024,STR-0024,,2026-06-13T19:50:21.246329,IOT-MPU6050-001,25.02,57.73,105.7,CLOSED,,,,,,,
READ-005717,MED-2026-024,STR-0024,,2026-06-13T20:20:21.246329,IOT-BH1750-001,27.82,59.26,114.3,CLOSED,,,,,,,
READ-005718,MED-2026-024,STR-0024,,2026-06-13T20:50:21.246329,IOT-MPU6050-001,23.04,47.39,148.6,CLOSED,,,,,,,
READ-005719,MED-2026-024,STR-0024,,2026-06-13T21:20:21.246329,IOT-BH1750-001,26.43,52.39,112.6,CLOSED,,,,,,,
READ-005720,MED-2026-024,STR-0024,,2026-06-13T21:50:21.246329,IOT-BH1750-001,25.45,50.05,165.4,CLOSED,,,,,,,
READ-005721,MED-2026-024,STR-0024,,2026-06-13T22:20:21.246329,IOT-HX711-001,25.8,64.01,104.4,CLOSED,,,,,,,
READ-005722,MED-2026-024,STR-0024,,2026-06-13T22:50:21.246329,IOT-HX711-001,26.77,62.08,118,CLOSED,,,,,,,
READ-005723,MED-2026-024,STR-0024,,2026-06-13T23:20:21.246329,IOT-LIMIT-001,25.72,59.74,198.1,CLOSED,,,,,,,
READ-005724,MED-2026-024,STR-0024,,2026-06-13T23:50:21.246329,IOT-GPS-001,28.99,47.22,95.2,CLOSED,,,,,,,
READ-005725,MED-2026-024,STR-0024,,2026-06-14T00:20:21.246329,IOT-MPU6050-001,26.63,48.74,194,CLOSED,,,,,,,
READ-005726,MED-2026-024,STR-0024,,2026-06-14T00:50:21.246329,IOT-DHT22-001,25.52,45,152.1,CLOSED,,,,,,,
READ-005727,MED-2026-024,STR-0024,,2026-06-14T01:20:21.246329,IOT-MPU6050-001,20.11,58.57,115.1,CLOSED,,,,,,,
READ-005728,MED-2026-024,STR-0024,,2026-06-14T01:50:21.246329,IOT-MPU6050-001,24.62,59.77,144.1,CLOSED,,,,,,,
READ-005729,MED-2026-024,STR-0024,,2026-06-14T02:20:21.246329,IOT-DHT22-001,23.74,60.04,166.1,CLOSED,,,,,,,
READ-005730,MED-2026-024,STR-0024,,2026-06-14T02:50:21.246329,IOT-MPU6050-001,26.87,56.6,172.2,CLOSED,,,,,,,
READ-005731,MED-2026-024,STR-0024,,2026-06-14T03:20:21.246329,IOT-GPS-001,23.89,57.43,163.3,CLOSED,,,,,,,
READ-005732,MED-2026-024,STR-0024,,2026-06-14T03:50:21.246329,IOT-GPS-001,26.53,65.15,98.7,CLOSED,,,,,,,
READ-005733,MED-2026-024,STR-0024,,2026-06-14T04:20:21.246329,IOT-GPS-001,25.99,39.1,181.8,CLOSED,,,,,,,
READ-005734,MED-2026-024,STR-0024,,2026-06-14T04:50:21.246329,IOT-DHT22-001,23.3,65.92,189.6,CLOSED,,,,,,,
READ-005735,MED-2026-024,STR-0024,,2026-06-14T05:20:21.246329,IOT-GPS-001,24.5,54.54,106.9,CLOSED,,,,,,,
READ-005736,MED-2026-024,STR-0024,,2026-06-14T05:50:21.246329,IOT-LIMIT-001,27.07,60.38,157.1,CLOSED,,,,,,,
READ-005737,MED-2026-024,STR-0024,,2026-06-14T06:20:21.246329,IOT-DHT22-001,26.59,59.93,128,CLOSED,,,,,,,
READ-005738,MED-2026-024,STR-0024,,2026-06-14T06:50:21.246329,IOT-DHT22-001,22.6,52.77,104,CLOSED,,,,,,,
READ-005739,MED-2026-024,STR-0024,,2026-06-14T07:20:21.246329,IOT-DHT22-001,25.16,62.63,116.8,CLOSED,,,,,,,
READ-005740,MED-2026-024,STR-0024,,2026-06-14T07:50:21.246329,IOT-MPU6050-001,26.05,60.73,48.3,CLOSED,,,,,,,
READ-005741,MED-2026-024,STR-0024,,2026-06-14T08:20:21.246329,IOT-DHT22-001,26.37,46.41,139.3,CLOSED,,,,,,,
READ-005742,MED-2026-024,STR-0024,,2026-06-14T08:50:21.246329,IOT-LIMIT-001,26.93,56.08,111.7,CLOSED,,,,,,,
READ-005743,MED-2026-024,STR-0024,,2026-06-14T09:20:21.246329,IOT-DHT22-001,25.74,51.32,78.4,CLOSED,,,,,,,
READ-005744,MED-2026-024,STR-0024,,2026-06-14T09:50:21.246329,IOT-DHT22-001,23.05,59.01,87.4,CLOSED,,,,,,,
READ-005745,MED-2026-024,STR-0024,,2026-06-14T10:20:21.246329,IOT-LIMIT-001,22.54,68.41,175.1,CLOSED,,,,,,,
READ-005746,MED-2026-024,STR-0024,,2026-06-14T10:50:21.246329,IOT-LIMIT-001,29.47,50.11,143.2,CLOSED,,,,,,,
READ-005747,MED-2026-024,STR-0024,,2026-06-14T11:20:21.246329,IOT-MPU6050-001,27.42,47.82,113.4,CLOSED,,,,,,,
READ-005748,MED-2026-024,STR-0024,,2026-06-14T11:50:21.246329,IOT-MPU6050-001,23.96,72.54,111.9,CLOSED,,,,,,,
READ-005749,MED-2026-024,STR-0024,,2026-06-14T12:20:21.246329,IOT-LIMIT-001,25.72,57.48,75.3,CLOSED,,,,,,,
READ-005750,MED-2026-024,STR-0024,,2026-06-14T12:50:21.246329,IOT-LIMIT-001,27.94,61.47,134.9,CLOSED,,,,,,,
READ-005751,MED-2026-024,STR-0024,,2026-06-14T13:20:21.246329,IOT-HX711-001,26.22,55.39,42.3,CLOSED,,,,,,,
READ-005752,MED-2026-024,STR-0024,,2026-06-14T13:50:21.246329,IOT-HX711-001,28.75,46.59,133.3,CLOSED,,,,,,,
READ-005753,MED-2026-024,STR-0024,,2026-06-14T14:20:21.246329,IOT-LIMIT-001,22.59,58.3,81.2,CLOSED,,,,,,,
READ-005754,MED-2026-024,STR-0024,,2026-06-14T14:50:21.246329,IOT-HX711-001,27.38,59.04,126,CLOSED,,,,,,,
READ-005755,MED-2026-024,STR-0024,,2026-06-14T15:20:21.246329,IOT-HX711-001,24.87,48.99,82,CLOSED,,,,,,,
READ-005756,MED-2026-024,STR-0024,,2026-06-14T15:50:21.246329,IOT-LIMIT-001,28.62,61.12,136.9,CLOSED,,,,,,,
READ-005757,MED-2026-024,STR-0024,,2026-06-14T16:20:21.246329,IOT-GPS-001,26.92,54.1,91.5,CLOSED,,,,,,,
READ-005758,MED-2026-024,STR-0024,,2026-06-14T16:50:21.246329,IOT-HX711-001,25.93,58.19,139.8,CLOSED,,,,,,,
READ-005759,MED-2026-024,STR-0024,,2026-06-14T17:20:21.246329,IOT-LIMIT-001,24.8,71.21,147.1,CLOSED,,,,,,,
READ-005760,MED-2026-024,STR-0024,,2026-06-14T17:50:21.246329,IOT-GPS-001,25.09,59.45,135,CLOSED,,,,,,,
READ-005761,MED-2026-025,STR-0025,,2026-06-13T21:55:14.851053,IOT-GPS-001,25.65,54.38,105,CLOSED,,,,,,,
READ-005762,MED-2026-025,STR-0025,,2026-06-13T22:25:14.851053,IOT-DHT22-001,26.49,61.43,202.1,CLOSED,,,,,,,
READ-005763,MED-2026-025,STR-0025,,2026-06-13T22:55:14.851053,IOT-BH1750-001,25.51,48.9,194.5,CLOSED,,,,,,,
READ-005764,MED-2026-025,STR-0025,,2026-06-13T23:25:14.851053,IOT-MPU6050-001,28.4,70.32,157,CLOSED,,,,,,,
READ-005765,MED-2026-025,STR-0025,,2026-06-13T23:55:14.851053,IOT-HX711-001,23.96,62.23,115.1,CLOSED,,,,,,,
READ-005766,MED-2026-025,STR-0025,,2026-06-14T00:25:14.851053,IOT-BH1750-001,26.41,43.02,129.5,CLOSED,,,,,,,
READ-005767,MED-2026-025,STR-0025,,2026-06-14T00:55:14.851053,IOT-BH1750-001,27,56.53,150.1,CLOSED,,,,,,,
READ-005768,MED-2026-025,STR-0025,,2026-06-14T01:25:14.851053,IOT-HX711-001,22.53,61.71,72.5,CLOSED,,,,,,,
READ-005769,MED-2026-025,STR-0025,,2026-06-14T01:55:14.851053,IOT-BH1750-001,25.84,63.1,135.3,CLOSED,,,,,,,
READ-005770,MED-2026-025,STR-0025,,2026-06-14T02:25:14.851053,IOT-MPU6050-001,19.69,62.46,115.6,CLOSED,,,,,,,
READ-005771,MED-2026-025,STR-0025,,2026-06-14T02:55:14.851053,IOT-HX711-001,25.89,68.47,126.4,CLOSED,,,,,,,
READ-005772,MED-2026-025,STR-0025,,2026-06-14T03:25:14.851053,IOT-DHT22-001,28.14,64.48,130.6,CLOSED,,,,,,,
READ-005773,MED-2026-025,STR-0025,,2026-06-14T03:55:14.851053,IOT-GPS-001,24.89,72.5,98.9,CLOSED,,,,,,,
READ-005774,MED-2026-025,STR-0025,,2026-06-14T04:25:14.851053,IOT-HX711-001,23.27,53.62,151,CLOSED,,,,,,,
READ-005775,MED-2026-025,STR-0025,,2026-06-14T04:55:14.851053,IOT-GPS-001,22.14,58.49,169.6,CLOSED,,,,,,,
READ-005776,MED-2026-025,STR-0025,,2026-06-14T05:25:14.851053,IOT-LIMIT-001,26.61,55.1,148.6,CLOSED,,,,,,,
READ-005777,MED-2026-025,STR-0025,,2026-06-14T05:55:14.851053,IOT-HX711-001,29.55,41.27,179,CLOSED,,,,,,,
READ-005778,MED-2026-025,STR-0025,,2026-06-14T06:25:14.851053,IOT-GPS-001,24.93,52.33,150.8,CLOSED,,,,,,,
READ-005779,MED-2026-025,STR-0025,,2026-06-14T06:55:14.851053,IOT-BH1750-001,22.48,54.11,176.7,CLOSED,,,,,,,
READ-005780,MED-2026-025,STR-0025,,2026-06-14T07:25:14.851053,IOT-GPS-001,24.82,68.52,68.9,CLOSED,,,,,,,
READ-005781,MED-2026-025,STR-0025,,2026-06-14T07:55:14.851053,IOT-LIMIT-001,27.95,60.24,111.6,CLOSED,,,,,,,
READ-005782,MED-2026-025,STR-0025,,2026-06-14T08:25:14.851053,IOT-GPS-001,24.94,59.91,140.5,CLOSED,,,,,,,
READ-005783,MED-2026-025,STR-0025,,2026-06-14T08:55:14.851053,IOT-BH1750-001,23.49,49.06,106.3,CLOSED,,,,,,,
READ-005784,MED-2026-025,STR-0025,,2026-06-14T09:25:14.851053,IOT-HX711-001,25.4,47.72,54.6,CLOSED,,,,,,,
READ-005785,MED-2026-025,STR-0025,,2026-06-14T09:55:14.851053,IOT-DHT22-001,25.92,46.3,41.9,CLOSED,,,,,,,
READ-005786,MED-2026-025,STR-0025,,2026-06-14T10:25:14.851053,IOT-MPU6050-001,25.84,58.99,139.4,CLOSED,,,,,,,
READ-005787,MED-2026-025,STR-0025,,2026-06-14T10:55:14.851053,IOT-DHT22-001,25.08,59.46,186.4,CLOSED,,,,,,,
READ-005788,MED-2026-025,STR-0025,,2026-06-14T11:25:14.851053,IOT-MPU6050-001,24.93,57.14,87.9,CLOSED,,,,,,,
READ-005789,MED-2026-025,STR-0025,,2026-06-14T11:55:14.851053,IOT-BH1750-001,24,74.61,158.1,CLOSED,,,,,,,
READ-005790,MED-2026-025,STR-0025,,2026-06-14T12:25:14.851053,IOT-DHT22-001,22.77,46.53,111.6,CLOSED,,,,,,,
READ-005791,MED-2026-025,STR-0025,,2026-06-14T12:55:14.851053,IOT-GPS-001,24.61,55.69,167.9,CLOSED,,,,,,,
READ-005792,MED-2026-025,STR-0025,,2026-06-14T13:25:14.851053,IOT-LIMIT-001,25.83,50.67,114.3,CLOSED,,,,,,,
READ-005793,MED-2026-025,STR-0025,,2026-06-14T13:55:14.851053,IOT-GPS-001,23.24,57.17,122.6,CLOSED,,,,,,,
READ-005794,MED-2026-025,STR-0025,,2026-06-14T14:25:14.851053,IOT-GPS-001,28.12,49.78,108.9,CLOSED,,,,,,,
